Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,15.100800,15.223300,14.306000,14.412000,10.625079,6442543
2008-01-03,14.372300,14.736500,14.117300,14.140400,10.424846,7212266
2008-01-04,14.316000,14.431900,13.799400,14.239800,10.498126,7374123
2008-01-07,14.292800,14.570900,14.008000,14.239800,10.498126,7597581
2008-01-08,14.534500,14.703400,14.256300,14.372300,10.595812,5372057
2008-01-09,14.256300,14.372300,13.878800,14.372300,10.595812,8701888
2008-01-10,14.441800,14.802800,14.269600,14.640500,10.793540,8335295
2008-01-11,14.537800,14.802800,14.249700,14.249700,10.505425,12137407
2008-01-14,14.325900,14.534500,14.223200,14.306000,10.546933,7285645
2008-01-15,13.981500,14.223200,13.594000,13.709900,10.107466,5984454
2008-01-16,13.474800,13.709900,13.094000,13.494700,9.948809,11576950
2008-01-17,13.541000,13.673500,13.014500,13.229800,9.753519,8917495
2008-01-18,13.395300,13.511200,12.653600,12.931700,9.533749,11850535
2008-01-21,12.286000,12.746300,12.269400,12.617100,9.301814,11301553
2008-01-22,12.418400,13.279400,12.418400,12.617100,9.301814,16891935
2008-01-23,12.547600,12.719800,12.130300,12.517800,9.228606,14980763
2008-01-24,12.928400,13.859000,12.832400,13.534400,9.978081,18770796
2008-01-28,13.329100,13.594000,13.196600,13.464900,9.926845,11630097
2008-01-29,13.640400,13.726500,13.200000,13.610600,10.034261,9472215
2008-01-30,13.461600,13.643700,13.021100,13.527800,9.973208,10204493
2008-01-31,13.312500,13.431800,12.812500,13.090700,9.650969,8623979
2008-02-01,12.888700,13.180100,12.617100,12.733000,9.387259,16017126
2008-02-06,12.017700,12.292600,11.918400,12.189900,8.986861,14723182
2008-02-07,12.087300,12.342300,11.779300,12.150200,8.957597,14759418
2008-02-08,12.282600,12.375400,12.054100,12.070700,8.898982,6841145
2008-02-11,12.282600,12.607200,12.206500,12.358800,9.111382,9235772
2008-02-12,12.676700,13.402000,12.650200,13.117200,9.670506,17779728
2008-02-13,13.216500,13.812600,13.216500,13.789400,10.166080,19389232
2008-02-14,13.974900,14.008000,13.272800,13.272800,9.785217,11158721
2008-02-15,13.209900,13.521200,12.997900,13.478100,9.936569,10490158
2008-02-18,13.759600,13.905300,13.610600,13.892100,10.241788,3822042
2008-02-19,13.941700,14.004700,13.507900,13.514600,9.963477,11819734
2008-02-20,13.368800,13.842400,13.183400,13.842400,10.205150,5943990
2008-02-21,13.974900,14.070900,13.676800,13.743100,10.131942,9244831
2008-02-22,13.974900,14.067600,13.547700,14.067600,10.371181,10033578
2008-02-25,13.865600,14.173600,13.686800,14.173600,10.449326,14004794
2008-02-26,14.107300,14.574300,13.968300,14.574300,10.744740,13313885
2008-02-27,14.388800,15.001500,14.206700,14.779600,10.896090,14448087
2008-02-28,14.766300,14.925300,14.564300,14.710000,10.844776,9627729
2008-02-29,14.471600,14.544500,14.107300,14.107300,10.400447,9349011
2008-03-03,14.170200,14.448400,13.859000,14.352400,10.581140,7968401
2008-03-04,14.306000,14.431900,13.743100,14.044400,10.354078,8355527
2008-03-05,14.107300,14.686900,14.107300,14.604100,10.766701,10193320
2008-03-06,14.531200,14.637200,14.176900,14.176900,10.451753,5611822
2008-03-07,14.074200,14.170200,13.709900,13.776200,10.156343,7534167
