Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,1.018350,1.143600,0.947560,1.072810,0.660790,65821816
2000-01-10,1.100040,1.132710,1.051020,1.067360,0.657432,43826538
2000-01-17,1.061920,1.121820,1.007460,1.023800,0.630602,24791475
2000-01-24,1.034690,1.104640,0.953000,0.958450,0.590350,17922078
2000-01-31,0.963890,0.980230,0.898540,0.953000,0.586993,37423544
2000-02-07,0.958450,1.034690,0.947560,0.947560,0.583643,38449874
2000-02-14,0.974780,0.980230,0.903990,0.931220,0.573578,36918358
2000-02-21,0.953000,0.953000,0.903990,0.909440,0.560163,54822460
2000-02-28,0.914880,0.920330,0.871320,0.898540,0.553449,38358167
2000-03-06,0.990580,0.990580,0.860420,0.871320,0.536683,27564442
2000-03-13,0.960560,0.960560,0.805970,0.849530,0.523262,29758698
2000-03-20,0.854980,0.947560,0.849530,0.942110,0.580286,55983114
2000-03-27,0.947560,0.958450,0.898540,0.925770,0.570221,33192589
2000-04-03,0.936660,0.974780,0.898540,0.925770,0.570221,44594314
2000-04-10,0.920330,0.925770,0.778740,0.789630,0.486367,33515778
2000-04-17,0.784180,0.864500,0.735170,0.864500,0.532482,50857932
2000-04-24,0.778740,0.849530,0.756950,0.844090,0.519911,44886398
2000-05-01,0.930540,0.930540,0.773290,0.795070,0.489717,53333363
2000-05-08,0.789630,0.805970,0.756950,0.773290,0.476302,35241813
2000-05-15,0.773290,0.844090,0.762400,0.811410,0.499782,27999536
2000-05-22,0.805970,0.805970,0.762400,0.795070,0.489717,22999387
2000-05-29,0.800520,0.860420,0.789630,0.849530,0.523262,20395489
2000-06-05,0.854980,0.942550,0.833190,0.876760,0.540034,33778572
2000-06-12,0.876760,0.909440,0.854980,0.903990,0.556806,22525511
2000-06-19,0.898540,1.044610,0.898540,0.914880,0.563514,30349932
2000-06-26,0.931220,0.958450,0.898540,0.942110,0.580286,24868637
2000-07-03,0.963890,1.034690,0.953000,1.023800,0.630602,52796869
2000-07-10,1.029240,1.034690,0.947560,0.980230,0.603765,38236770
2000-07-17,0.985680,1.007460,0.969340,0.985680,0.607122,37118534
2000-07-24,0.991120,1.012900,0.963890,0.969340,0.597058,27018857
2000-07-31,0.980230,1.007460,0.953000,0.991120,0.610473,36951485
2000-08-07,1.007460,1.023800,0.980230,1.012900,0.623888,53167930
2000-08-14,1.007460,1.034690,0.985680,0.991120,0.610473,65046968
2000-08-21,1.007460,1.072810,0.980230,1.056470,0.650725,43310849
2000-08-28,1.056470,1.083700,1.040130,1.061920,0.654082,32581355
2000-09-04,1.061920,1.164680,1.007460,1.061920,0.654082,18004492
2000-09-11,1.061920,1.067360,1.007460,1.034690,0.637310,25904055
2000-09-18,1.034690,1.034690,0.958450,1.018350,0.627245,37908328
2000-09-25,1.023800,1.051020,0.985680,1.018350,0.627245,34208211
2000-10-02,1.029240,1.122660,0.985680,1.012900,0.623888,13276025
2000-10-09,1.012900,1.092640,0.958450,0.991120,0.610473,15887399
2000-10-16,0.991120,1.007460,0.876760,0.887650,0.546741,31743687
2000-10-23,0.882210,0.930540,0.816860,0.903990,0.556806,33857146
2000-10-30,0.909440,0.960560,0.849530,0.871320,0.536683,53182676
2000-11-06,0.871320,0.925770,0.871320,0.914880,0.563514,22841227
2000-11-13,0.898540,0.996580,0.860420,0.909440,0.560163,9721140
2000-11-20,0.914880,0.947560,0.893100,0.903990,0.556806,30006746
2000-11-27,0.909440,0.920330,0.860420,0.871320,0.536683,30706249
2000-12-04,0.876760,1.002010,0.865870,0.991120,0.610473,24639171
2000-12-11,0.996570,1.116650,0.958450,0.996570,0.613830,24879948
2000-12-18,0.996570,1.034690,0.985680,1.002010,0.617180,33137443
2000-12-25,0.980230,1.158680,0.980230,1.158680,0.713680,22516421
2001-01-01,1.007460,1.121820,1.007460,1.072810,0.660790,27981155
2001-01-08,1.061920,1.105480,1.061920,1.072810,0.660790,25896782
2001-01-15,1.083700,1.149050,1.072810,1.132710,0.697684,25845476
2001-01-22,1.159940,1.159940,1.116370,1.127260,0.694327,25035685
2001-01-29,1.132710,1.138160,1.089140,1.100040,0.677562,36453974
2001-02-05,1.083700,1.105480,1.067360,1.089140,0.670848,15009535
2001-02-12,1.089140,1.143600,1.056470,1.067360,0.657432,32636298
2001-02-19,1.078250,1.078250,1.007460,1.072810,0.660790,24995488
2001-02-26,1.056470,1.067360,1.002010,1.061920,0.654082,20626975
2001-03-05,1.056470,1.078250,1.012900,1.023800,0.630602,23808977
2001-03-12,0.969340,1.018350,0.936660,0.942110,0.580286,45010827
2001-03-19,0.963890,0.963890,0.871320,0.958450,0.590350,35587221
2001-03-26,0.980230,1.002010,0.914880,0.947560,0.583643,25531579
2001-04-02,0.925770,0.991120,0.898540,0.969340,0.597058,31247995
2001-04-09,0.958450,1.023800,0.947560,1.018350,0.627245,16302292
2001-04-16,0.991120,1.034690,0.920330,0.925770,0.570221,54142953
2001-04-23,0.936660,1.051020,0.909440,1.045580,0.644017,28416250
2001-04-30,1.034690,1.083700,1.018350,1.072810,0.660790,15408067
2001-05-07,1.067360,1.072810,1.029240,1.040130,0.640660,20593846
2001-05-14,1.040130,1.100040,0.991120,1.072810,0.660790,41107098
2001-05-21,1.072810,1.127260,1.034690,1.116370,0.687620,46752011
2001-05-28,1.121820,1.127260,1.083700,1.100040,0.677562,19137675
2001-06-04,1.105480,1.159940,1.105480,1.127260,0.694327,22516219
2001-06-11,1.094590,1.159940,1.094590,1.127260,0.694327,28302526
2001-06-18,1.110930,1.138160,1.056470,1.116370,0.687620,30362658
2001-06-25,1.116370,1.143600,1.089140,1.116370,0.687620,27389718
2001-07-02,1.121820,1.154490,1.061920,1.083700,0.667497,19205746
2001-07-09,1.110930,1.121820,1.023800,1.116370,0.687620,24628264
2001-07-16,1.116370,1.132710,1.089140,1.127260,0.694327,40366993
2001-07-23,1.132710,1.138160,1.078250,1.127260,0.694327,20042606
2001-07-30,1.132710,1.143600,1.083700,1.094590,0.674204,12157588
2001-08-06,1.121820,1.143600,1.094590,1.127260,0.694327,24914488
2001-08-13,1.127260,1.143600,1.083700,1.083700,0.667497,22193029
2001-08-20,1.072810,1.100040,1.056470,1.072810,0.660790,26653653
2001-08-27,1.078250,1.089140,1.034690,1.056470,0.650725,13742427
2001-09-03,1.045580,1.061920,1.018350,1.018350,0.627245,33949256
2001-09-10,1.023800,1.023800,0.876760,0.898540,0.553449,25452599
2001-09-17,0.903990,1.023800,0.893100,0.931220,0.573578,27913285
2001-09-24,0.953000,0.980230,0.953000,0.974780,0.600408,34623308
2001-10-01,0.980230,0.991120,0.925770,0.931220,0.573578,33919764
2001-10-08,0.925770,0.985680,0.920330,0.980230,0.603765,24510704
2001-10-15,0.980230,1.029240,0.974780,1.007460,0.620537,22485112
2001-10-22,1.018350,1.072810,1.002010,1.051020,0.647368,20294493
2001-10-29,1.045580,1.045580,0.980230,1.029240,0.633953,20044829
2001-11-05,1.051020,1.089140,1.051020,1.089140,0.670848,44825598
2001-11-12,1.078250,1.116370,1.034690,1.100040,0.677562,26240374
2001-11-19,1.110930,1.219840,1.100040,1.208950,0.744644,53898944
2001-11-26,1.198060,1.236180,1.116370,1.159940,0.714456,59661013
2001-12-03,1.138160,1.203500,1.132710,1.149050,0.707749,44333136
2001-12-10,1.154490,1.219840,1.116370,1.176280,0.724521,29137972
2001-12-17,1.181720,1.198060,1.154490,1.187170,0.731229,38617125
2001-12-24,1.187170,1.192610,1.154490,1.181720,0.727871,17068252
2001-12-31,1.181720,1.219840,1.159940,1.198060,0.737936,17075321
2002-01-07,1.198060,1.241620,1.181720,1.198060,0.737936,27830670
2002-01-14,1.219840,1.219840,1.170830,1.214400,0.748001,19063947
2002-01-21,1.181720,1.230730,1.176280,1.203500,0.741287,13862009
2002-01-28,1.198060,1.214400,1.138160,1.138160,0.701041,47295171
2002-02-04,1.132710,1.192610,1.121820,1.176280,0.724521,28352216
2002-02-11,1.154490,1.192610,1.143600,1.176280,0.724521,22454208
2002-02-18,1.187170,1.279740,1.176280,1.247070,0.768124,35721142
2002-02-25,1.247070,1.334200,1.247070,1.306970,0.805018,40218327
2002-03-04,1.317860,1.317860,1.208950,1.236180,0.761416,35372502
2002-03-11,1.241620,1.312420,1.230730,1.290640,0.794960,19139292
2002-03-18,1.317860,1.317860,1.252520,1.263410,0.778188,31405753
2002-03-25,1.257960,1.323310,1.257960,1.296080,0.798311,21893675
2002-04-01,1.296080,1.306970,1.257960,1.279740,0.788246,27823195
2002-04-08,1.274300,1.372320,1.263410,1.366880,0.841920,46160776
2002-04-15,1.372320,1.372320,1.296080,1.328760,0.818440,26705161
2002-04-22,1.334200,1.334200,1.263410,1.274300,0.784896,24490303
2002-04-29,1.290640,1.296080,1.219840,1.252520,0.771480,41885783
2002-05-06,1.219840,1.247070,1.170830,1.170830,0.721164,31539877
2002-05-13,1.187170,1.208950,1.143600,1.203500,0.741287,20902292
2002-05-20,1.165380,1.198060,1.132710,1.154490,0.711100,35280394
2002-05-27,1.143600,1.149050,1.116370,1.138160,0.701041,28056498
2002-06-03,1.143600,1.143600,1.034690,1.067360,0.657432,40679276
2002-06-10,1.089140,1.121820,1.029240,1.040130,0.640660,26183411
2002-06-17,1.051020,1.067360,0.914880,0.936660,0.576929,34488983
2002-06-24,0.953000,1.045580,0.925770,1.040130,0.640660,37324164
2002-07-01,1.029240,1.045580,0.980230,1.002010,0.617180,18795902
2002-07-08,1.002010,1.034690,0.958450,1.029240,0.633953,23217743
2002-07-15,1.023800,1.061920,0.996570,1.040130,0.640660,28060133
2002-07-22,0.996570,1.045580,0.844090,0.844090,0.519911,57721875
2002-07-29,0.860420,0.925770,0.784180,0.925770,0.570221,65590532
2002-08-05,0.931220,1.023800,0.893100,0.947560,0.583643,39544477
2002-08-12,0.969340,0.969340,0.800520,0.849530,0.523262,45874145
2002-08-19,0.849530,0.909440,0.838640,0.876760,0.540034,35165054
2002-08-26,0.893100,0.974780,0.893100,0.963890,0.593701,39338848
2002-09-02,0.974780,0.974780,0.887650,0.903990,0.556806,20455885
2002-09-09,0.903990,0.953000,0.903990,0.936660,0.576929,13758789
2002-09-16,0.931220,0.931220,0.854980,0.871320,0.536683,26954623
2002-09-23,0.844090,0.844090,0.784180,0.789630,0.486367,26025655
2002-09-30,0.789630,0.865870,0.762400,0.854980,0.526619,35645799
2002-10-07,0.865870,0.865870,0.789630,0.827750,0.509846,28803873
2002-10-14,0.811410,0.838640,0.773290,0.827750,0.509846,49622135
2002-10-21,0.827750,0.996570,0.811410,0.996570,0.613830,37495049
2002-10-28,0.991120,1.029240,0.931220,0.980230,0.603765,44761363
2002-11-04,1.007460,1.018350,0.920330,0.996570,0.613830,32948579
2002-11-11,0.996570,1.007460,0.947560,0.953000,0.586993,24202058
2002-11-18,0.963890,0.985680,0.936660,0.969340,0.597058,30654539
2002-11-25,0.963890,0.980230,0.947560,0.963890,0.593701,12082445
2002-12-02,0.991120,1.002010,0.942110,0.969340,0.597058,22900209
2002-12-09,0.958450,1.002010,0.942110,0.985680,0.607122,25531377
2002-12-16,1.002010,1.045580,0.963890,1.040130,0.640660,34650577
2002-12-23,1.045580,1.045580,0.996570,0.996570,0.613830,6671038
2002-12-30,0.996570,1.056470,0.996570,1.051020,0.647368,12372710
2003-01-06,1.045580,1.083700,1.045580,1.083700,0.667497,32975848
2003-01-13,1.072810,1.083700,1.023800,1.029240,0.633953,27156415
2003-01-20,1.045580,1.051020,0.974780,0.985680,0.607122,32162420
2003-01-27,0.969340,1.007460,0.953000,1.007460,0.620537,15125075
2003-02-03,1.018350,1.018350,0.974780,1.007460,0.620537,28387161
2003-02-10,1.007460,1.045580,0.980230,0.980230,0.603765,19638821
2003-02-17,0.996570,1.007460,0.969340,0.974780,0.600408,17097540
2003-02-24,0.985680,1.007460,0.963890,0.991120,0.610473,29361781
2003-03-03,0.985680,1.061920,0.985680,1.045580,0.644017,12277369
2003-03-10,1.012900,1.078250,1.012900,1.072810,0.660790,24240638
2003-03-17,1.051020,1.170830,1.051020,1.170830,0.721164,65140492
2003-03-24,1.132710,1.165380,1.121820,1.143600,0.704392,23816249
2003-03-31,1.143600,1.170830,1.110930,1.154490,0.711100,25627122
2003-04-07,1.170830,1.203500,1.159940,1.170830,0.721164,47890243
2003-04-14,1.176280,1.230730,1.143600,1.230730,0.758059,20604755
2003-04-21,1.214400,1.257960,1.181720,1.198060,0.737936,18050345
2003-04-28,1.187170,1.279740,1.181720,1.181720,0.727871,18943155
2003-05-05,1.181720,1.323310,1.181720,1.306970,0.805018,46217536
2003-05-12,1.290640,1.355980,1.268850,1.306970,0.805018,30401441
2003-05-19,1.285190,1.372320,1.252520,1.334200,0.821791,21218007
2003-05-26,1.328760,1.388660,1.279740,1.350540,0.831855,41347672
2003-06-02,1.339650,1.361430,1.290640,1.328760,0.818440,30952278
2003-06-09,1.323310,1.366880,1.290640,1.306970,0.805018,24538174
2003-06-16,1.306970,1.334200,1.252520,1.263410,0.778188,26317333
2003-06-23,1.279740,1.301530,1.252520,1.252520,0.771480,42047379
2003-06-30,1.268850,1.306970,1.208950,1.247070,0.768124,18869427
2003-07-07,1.252520,1.274300,1.214400,1.236180,0.761416,20511029
2003-07-14,1.241620,1.312420,1.241620,1.296080,0.798311,18433930
2003-07-21,1.306970,1.377770,1.285190,1.372320,0.845271,25298074
2003-07-28,1.361430,1.388660,1.323310,1.339650,0.825147,20856439
2003-08-04,1.323310,1.399550,1.290640,1.399550,0.862042,125970037
2003-08-11,1.383210,1.459450,1.361430,1.394100,0.858686,36901997
2003-08-18,1.410440,1.470340,1.388660,1.448560,0.892230,16445708
2003-08-25,1.443120,1.584700,1.421330,1.541140,0.949254,25122138
