Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,2.800000,2.853330,2.506670,2.606670,1.534451,1907100
2000-01-10,2.730000,2.853330,2.666670,2.700000,1.589391,2575800
2000-01-17,2.666670,2.826670,2.640000,2.770000,1.630598,1063800
2000-01-24,2.700000,2.833330,2.623330,2.636670,1.552111,1782000
2000-01-31,2.650000,2.716670,2.600000,2.666670,1.569772,1033200
2000-02-07,2.670000,2.740000,2.616670,2.633330,1.550145,3312900
2000-02-14,2.630000,2.633330,2.433330,2.500000,1.471659,2923200
2000-02-21,2.516670,2.766670,2.483330,2.516670,1.481472,2944800
2000-02-28,2.550000,2.600000,2.440000,2.466670,1.452038,3299400
2000-03-06,2.466670,2.566670,2.400000,2.546670,1.499132,1436400
2000-03-13,2.546670,2.546670,2.240000,2.266670,1.334306,2751300
2000-03-20,2.246670,2.263330,2.066670,2.180000,1.283286,5849100
2000-03-27,2.200000,2.200000,2.066670,2.096670,1.234233,2160000
2000-04-03,2.096670,2.096670,1.916670,1.963330,1.155740,3786300
2000-04-10,1.963330,2.000000,1.800000,1.833330,1.079214,2995200
2000-04-17,1.876670,2.000000,1.770000,1.866670,1.098840,1741500
2000-04-24,1.880000,2.046670,1.833330,2.000000,1.177327,2841300
2000-05-01,2.000000,2.130000,1.973330,1.980000,1.165554,1484100
2000-05-08,2.000000,2.000000,1.866670,1.950000,1.147894,1607400
2000-05-15,1.963330,2.033330,1.883330,1.996670,1.175367,1054800
2000-05-22,1.966670,1.996670,1.840000,1.940000,1.142007,1962900
2000-05-29,1.966670,1.983330,1.800000,1.966670,1.157707,1874700
2000-06-05,1.950000,2.000000,1.903330,1.960000,1.153781,1048500
2000-06-12,1.933330,2.096670,1.883330,2.006670,1.181253,3516300
2000-06-19,2.066670,2.293330,1.966670,2.233330,1.314680,2134800
2000-06-26,2.183330,2.233330,2.103330,2.150000,1.265627,2343600
2000-07-03,2.150000,2.283330,2.103330,2.233330,1.314680,1957500
2000-07-10,2.266670,2.313330,2.083330,2.123330,1.249927,1980900
2000-07-17,2.090000,2.200000,2.033330,2.133330,1.255813,916200
2000-07-24,2.113330,2.163330,2.066670,2.083330,1.226380,971100
2000-07-31,2.100000,2.160000,2.003330,2.070000,1.218534,1004400
2000-08-07,2.133330,2.153330,2.060000,2.133330,1.255813,2526300
2000-08-14,2.100000,2.180000,2.016670,2.076670,1.222460,3586500
2000-08-21,2.066670,2.163330,2.043330,2.133330,1.255813,1791000
2000-08-28,2.106670,2.156670,2.036670,2.150000,1.265627,3253500
2000-09-04,2.150000,2.200000,2.113330,2.156670,1.269553,1920600
2000-09-11,2.156670,2.196670,2.066670,2.100000,1.236194,1118700
2000-09-18,2.100000,2.216670,2.053330,2.216670,1.304872,1815300
2000-09-25,2.223330,2.316670,2.036670,2.083330,1.226380,2012400
2000-10-02,2.086670,2.150000,2.033330,2.060000,1.212647,1389600
2000-10-09,2.066670,2.130000,2.033330,2.100000,1.236194,747000
2000-10-16,2.073330,2.163330,1.816670,1.933330,1.138080,2778300
2000-10-23,1.910000,2.000000,1.803330,1.976670,1.163594,1341900
2000-10-30,1.923330,2.083330,1.836670,2.000000,1.177327,569700
2000-11-06,1.993330,2.083330,1.933330,2.030000,1.194987,823500
2000-11-13,1.950000,2.163330,1.900000,2.013330,1.185174,911700
2000-11-20,1.970000,2.076670,1.906670,1.953330,1.149854,1167300
2000-11-27,1.966670,2.030000,1.833330,1.890000,1.112574,1159200
2000-12-04,1.933330,2.046670,1.873330,2.000000,1.177327,756900
2000-12-11,2.000000,2.153330,1.986670,2.030000,1.194987,1636200
2000-12-18,2.033330,2.133330,1.956670,2.000000,1.177327,1254600
2000-12-25,2.000000,2.083330,1.966670,1.990000,1.171440,674100
2001-01-01,1.990000,2.333330,1.953330,2.236670,1.316646,3024900
2001-01-08,2.233330,2.733330,2.136670,2.600000,1.530525,5706000
2001-01-15,2.520000,2.830000,2.520000,2.700000,1.589391,5122800
2001-01-22,2.766670,2.823330,2.666670,2.733330,1.609012,1851300
2001-01-29,2.733330,2.866670,2.400000,2.500000,1.471659,3234600
2001-02-05,2.500000,2.696670,2.333330,2.533330,1.491279,2613600
2001-02-12,2.563330,2.730000,2.336670,2.346670,1.381399,2142000
2001-02-19,2.350000,2.526670,2.333330,2.526670,1.487358,1620000
2001-02-26,2.526670,2.746670,2.390000,2.696670,1.587431,1384200
2001-03-05,2.733330,2.733330,2.533330,2.666670,1.569772,2778300
2001-03-12,2.536670,2.610000,2.433330,2.466670,1.452038,1532700
2001-03-19,2.450000,2.550000,2.273330,2.433330,1.432413,1515600
2001-03-26,2.400000,2.533330,2.343330,2.423330,1.426526,1976400
2001-04-02,2.313330,2.633330,2.250000,2.633330,1.550145,1692000
2001-04-09,2.633330,3.233330,2.633330,3.200000,1.883723,4995000
2001-04-16,2.950000,3.200000,2.673330,2.683330,1.579579,3888900
2001-04-23,2.733330,3.116670,2.600000,3.033330,1.785610,3427200
2001-04-30,3.033330,3.083330,2.816670,3.000000,1.765991,1810800
2001-05-07,3.000000,3.066670,2.836670,2.846670,1.675731,1629000
2001-05-14,2.850000,2.900000,2.733330,2.766670,1.628638,1430100
2001-05-21,2.800000,2.800000,2.566670,2.650000,1.559958,973800
2001-05-28,2.730000,2.730000,2.573330,2.583330,1.520712,1228500
2001-06-04,2.606670,2.916670,2.583330,2.796670,1.646298,3789900
2001-06-11,2.796670,2.830000,2.700000,2.766670,1.628638,1064700
2001-06-18,2.763330,2.950000,2.633330,2.926670,1.722824,4194000
2001-06-25,3.370000,3.483330,3.100000,3.200000,1.883723,16280100
2001-07-02,3.166670,3.333330,2.983330,3.023330,1.779724,1531800
2001-07-09,3.023330,3.266670,2.866670,3.093330,1.820931,1891800
2001-07-16,3.100000,3.166670,2.920000,3.116670,1.834670,1016100
2001-07-23,3.166670,3.253330,2.933330,2.973330,1.750290,1458900
2001-07-30,3.033330,3.133330,2.890000,3.133330,1.844477,3289500
2001-08-06,3.216670,3.330000,3.046670,3.283330,1.932777,5678100
2001-08-13,3.300000,3.300000,3.070000,3.083330,1.815044,2464200
2001-08-20,3.070000,3.263330,3.016670,3.146670,1.852330,3579300
2001-08-27,3.063330,3.133330,2.933330,2.986670,1.758143,1944900
2001-09-03,3.020000,3.200000,2.966670,3.090000,1.818970,3147300
2001-09-10,3.116670,3.166670,2.403330,2.516670,1.481472,4302000
2001-09-17,2.500000,2.630000,2.303330,2.486670,1.463812,3249000
2001-09-24,2.486670,2.516670,2.340000,2.460000,1.448112,777600
2001-10-01,2.353330,2.423330,2.266670,2.323330,1.367659,2486700
2001-10-08,2.266670,2.333330,2.183330,2.333330,1.373546,1678500
2001-10-15,2.363330,2.633330,2.300000,2.533330,1.491279,2429100
2001-10-22,2.533330,2.660000,2.400000,2.623330,1.544259,2256300
2001-10-29,2.563330,2.663330,2.433330,2.590000,1.524639,1335600
2001-11-05,2.633330,2.836670,2.616670,2.823330,1.661991,2379600
2001-11-12,2.816670,2.900000,2.690000,2.740000,1.612938,1660500
2001-11-19,2.796670,3.200000,2.796670,3.183330,1.873911,3119400
2001-11-26,3.183330,3.286670,3.000000,3.036670,1.787576,3480300
2001-12-03,3.036670,3.326670,3.036670,3.283330,1.932777,2951100
2001-12-10,3.236670,3.446670,3.183330,3.300000,1.942590,3650400
2001-12-17,3.380000,3.643330,3.203330,3.496670,2.058362,2644200
2001-12-24,3.496670,3.630000,3.400000,3.530000,2.077982,1512900
2001-12-31,3.530000,3.666670,3.500000,3.566670,2.099568,1489500
2002-01-07,3.566670,3.570000,3.370000,3.450000,2.030889,2904300
2002-01-14,3.416670,3.496670,3.283330,3.323330,1.956323,2847600
2002-01-21,3.366670,3.383330,3.200000,3.266670,1.922969,876600
2002-01-28,3.300000,3.300000,2.936670,3.036670,1.787576,2340000
2002-02-04,2.966670,3.300000,2.966670,3.223330,1.897456,1994400
2002-02-11,3.223330,3.450000,3.133330,3.316670,1.952402,1943100
2002-02-18,3.306670,3.596670,3.266670,3.523330,2.074055,2545200
2002-02-25,3.600000,3.733330,3.436670,3.600000,2.119188,3728700
2002-03-04,3.536670,3.800000,3.533330,3.783330,2.227108,2709000
2002-03-11,3.816670,3.996670,3.683330,3.996670,2.352694,2916900
2002-03-18,3.996670,4.166670,3.870000,3.903330,2.297748,5357700
2002-03-25,3.903330,4.000000,3.850000,3.866670,2.276167,2608200
2002-04-01,3.900000,4.296670,3.900000,4.193330,2.468459,2079900
2002-04-08,4.103330,5.100000,4.073330,5.066670,2.982563,5046300
2002-04-15,5.083330,5.083330,4.503330,4.593330,2.703925,5901300
2002-04-22,4.666670,4.800000,4.340000,4.600000,2.707852,3889800
2002-04-29,4.540000,4.733330,4.170000,4.286670,2.523407,1893600
2002-05-06,4.150000,4.300000,3.866670,4.016670,2.364467,5407200
2002-05-13,4.033330,4.233330,3.920000,4.200000,2.472387,1651500
2002-05-20,4.233330,4.266670,4.003330,4.166670,2.452766,1710900
2002-05-27,4.200000,4.403330,4.066670,4.366670,2.570499,1436400
2002-06-03,4.340000,4.366670,3.833330,3.946670,2.323260,3078000
2002-06-10,3.960000,4.110000,3.536670,3.600000,2.119188,2829600
2002-06-17,3.600000,3.813330,2.910000,2.910000,1.713011,2948400
2002-06-24,3.000000,3.166670,2.860000,2.996670,1.764030,1926000
2002-07-01,2.976670,2.976670,2.803330,2.840000,1.671805,2363400
2002-07-08,2.840000,3.266670,2.833330,3.236670,1.905308,2467800
2002-07-15,3.286670,3.793330,3.266670,3.566670,2.099568,5621400
2002-07-22,3.566670,3.710000,2.890000,2.936670,1.728710,3547800
2002-07-29,3.033330,3.233330,2.800000,3.100000,1.824857,3223800
2002-08-05,3.166670,3.290000,2.850000,3.083330,1.815044,3586500
2002-08-12,3.100000,3.333330,2.716670,3.300000,1.942590,3856500
2002-08-19,3.330000,3.400000,3.146670,3.350000,1.972022,3159900
2002-08-26,3.350000,3.783330,3.333330,3.630000,2.136848,3681000
2002-09-02,3.616670,3.616670,3.173330,3.266670,1.922969,2716200
2002-09-09,3.266670,3.733330,3.266670,3.366670,1.981836,16317900
2002-09-16,3.300000,3.350000,3.066670,3.093330,1.820931,12413700
2002-09-23,3.106670,3.133330,2.670000,2.736670,1.610978,13927500
2002-09-30,2.623330,3.016670,2.553330,2.970000,1.748331,13644000
2002-10-07,2.993330,3.130000,2.756670,3.010000,1.771877,8968500
2002-10-14,3.030000,3.033330,2.673330,2.946670,1.734597,14372100
2002-10-21,2.996670,3.326670,2.860000,3.266670,1.922969,21648600
2002-10-28,3.266670,3.400000,3.050000,3.366670,1.981836,19360800
2002-11-04,3.493330,3.526670,3.333330,3.433330,2.021075,24009300
2002-11-11,3.450000,3.506670,3.280000,3.400000,2.001455,12886200
2002-11-18,3.456670,3.493330,3.183330,3.406670,2.005382,19988100
2002-11-25,3.370000,3.440000,3.233330,3.376670,1.987722,11018700
2002-12-02,3.380000,3.380000,3.166670,3.246670,1.911196,10600200
2002-12-09,3.246670,3.366670,3.100000,3.330000,1.960250,12819600
2002-12-16,3.330000,3.430000,3.086670,3.336670,1.964176,35687700
